id,text,class
1325,"money, girls, and xanax make me happy",0
1326,first time i take an oxycodone and i can say i like how i'm feeling ????,0
1327,i was sitting in the bathroom for <number> minutes listening to death grips and thinking about my childhood this is what vyvanse does.,0
1328,"and yes youíd assume most restaurants have wine, but with their shitty white trash taste the lunch could end up being at some hick diner with trash in the isles. gonna bring along xanax for backup.",0
1329,<user> i knew <allcaps> i was doing something wrong on the long haul flights.  i need to add the valium! the vodka alone isn't cutting it.,0
1330,i have an opening shift and almost cried when i found i had one last adderall left god is good,0
1331,i tweet a lot when i take adderall i'm sorry for blowing up your timelines i'm in a really realllllllly reallllly good mood,0
1332,these adderall are about to become my new best friends haha no joke,0
1333,"on my third red bull and i'm still tired, adderall wouldn't treat me like this.",0
1334,i need to find a job &amp; stock up on adderall,0
1335,"ì<user>: finals week at jd, sponsored by by adderall and starbucks.î ????????",0
1336,withdrawing off the seroquel hard af and resenting the paramedics who stole my meds more with every violent shake &amp; minor hallucination,0
1337,i just took <number> strong ass oxycodone pills. i might die lol but i took <number> before and was sleepy as hell . smh but i need the sleep,0
1338,adderall is my very best friend,0
1339,<user> more like snorting lines of xanax,0
1340,<user> i have messages from you asking for xanax and weed so please tread lightly bahahahahahaha,0
1341,<user> id b like  hay qt wanna do adderall behind the dumpster,0
1342,my grandma high off oxycodone,0
1343,i'm so stupid for taking a vyvanse on accident instead of a melatonin <hashtag> allnighter,0
1344,seroquel munchies are absolutely real i always thought it was a joke,0
1345,"and right now, being expressive helps. and i'm taking extra clonazepam to nip things in the bud.",0
1346,"last day at the methadone clinic. <repeat>next stop, my dealer's house! <repeat> i started gambling. <repeat>",0
1347,damn i popped a valium &amp; everything &amp; iím still so full of excitement that i cant sleep help sos,0
1348,after i wash out this hair dye iím taking a xanax and knocking tf out,0
1349,"<user> pot, alcohol, xanax or klonopin works better for me. plus daily antidepressants and cake.",0
1350,today is an adderall kind of day,0
1351,who has taken adderall for studying pls message me i have questions <elong>,0
1352,i cannot concentrate on my homework! where's the <hashtag>  adderall,0
1353,should i pop some clonazepam? i think i should.,0
1354,out here popin xanax quick to pop a niggas top,0
1355,some weed and a xanax,0
1356,oxycodone &amp;gt; norco this shit is amazing.,0
1357,<user> thank youu! i had a mocha vodka xanax latte in your honor.,0
1358,<user> <user> <user>  morphine &amp; derivatives  makes me spew . <repeat>looking forward to the good stuff  <smile>,0
1359,just drank a large iced coffee after taking my vyvanse and i'm feeling goooood,0
1360,"living like there's no tomorrow, chewing on a xanax bar, rolling up the windows, smoking blunts up in the family car,",0
1361,thnx vyvanse for having me stay up all night wrapping everyone's christmas presents,0
1362,oxycodone was my fl,0
1363,"this hydrocodone got a nigga bout gone. swear it just took me a good <number> seconds to type the work ""gone"".",0
1364,i im smok pop vexed xanax and their trap dick. nigga sex good,0
1365,<user> how do i get adderall and vicodin,0
1366,<user> haven't done xanax since like <number> lmao yet alone tweeted about it lmao how old are you,0
1367,why is it normal to do drugs like caffeine or sugar or nicotine before work but if i do some oxycodone i'm the devil,0
1368,xanax got me only remembering the good times ????,0
1369,the last time i took valium i felt like i was spinning every time i closed my eyes. it was interesting,0
1370,really craving tramadol rn,0
1371,i don't feel ready to quit doing drugs and alcohol so early nor do i want to take abilify again so i'm just a huge mess right now,0
1372,ion want no zanx rn ?? i what hydrocodone or some tramadol ??,0
1373,"been panicking a lot, feelin like im stranded in a mob, scrambling for the xanax just to pop",0
1374,vyvanse &amp; a monster consumed within the same hour. <repeat> uhh oops ??,0
1375,fuck it i'm popping a xanax. my mind is a kinds of chatty,0
1376,i need a constant iv drip of xanax.,0
1377,<user> there <number> of them bring the hydrocodone ??,0
1378,"as a consequence of a couple of nights on adderall i have fully bought into the quantified self movement. i am tracking a comprehensive set of metrics and i can tell you that as of <number> cet <allcaps>, thursday <number> march <number> if you were to ask me how i'm doing, the answer would be: <number>%",0
1379,i need some morphine and a pornstar martini tbh x,0
1380,having quetiapine is like drinking a bit then weed sleepy as fuck and crashing,0
1381,"i went to the ""harvard of australia"" yet i am unemployed, drinking beer in my pjs and watching a shit crime show. might pop a xanax later.",0
1382,"in honor of study week. <repeat> dump your old adderall connect and choose me?? enough said, call eden",0
1383,i just reread something i wrote while on adderall and i made myself cry,0
1384,vyvanse and zquil make me feel some type of way ????????,0
1385,fucked off them orange pills cuz them xanax make me nod,0
1386,"trazedone, hydroxyzine and seroquel don't make me tired",0
1387,<number>v<number> prime today <user> hmu i will be on <number>mg of adderall lmk!,0
1388,i grind my teeth like a bitch when i take adderall,0
1389,"damn dude i'm playing like i snorted hella adderall, too bad i'm about to crash. stayed up over <number> hours.",0
1390,i don't know how you people can do adderall. meth is less intense. at least i can fall asleep and get a hard dick on that.,0
1391,<user> i mean do i really? have to think hard ab that since im doing morphine,0
1392,"<user> i love how xanax makes me feel at the time. but even after taking it once, i'll almost feel like i need it the day after. i just. <repeat>",0
1393,adderall aka rearrange shit for <number> hours,0
1394,"xanax and patron, how the fuck am i gettin home",0
1395,"super depressed atm bc i just ate chocolate meth during the xanax lifestyle atm that cant be satisfied, very frustrating",0
1396,got the cotton mouth from the adderall pop and i think i need a fiji,0
1397,the comedown of vyvanse got me fucked up,0
1398,adderall literally had me focusing on what i want my insta bio to be for a good <number> mins ??????,0
1399,can someone take over my twitter while iím on morphine,0
1400,adderall had me doing <number> week worth of hw in <number> hours,0
1401,im on oxycodone right now and my cousin was literally addicted to those a few years ago amazing,0
1402,<user> my brother died bc of drug addiction. his suboxone cost $<number> / mth. he started selling it to make up for cost and then bought pills or heroin to keep from withdrawal. thatís not encouraging.  <elong>you have to bring down the cost of medication!,0
1403,<user> i know plenty of folk on pregabalin who still drink (in moderation). but i'd stay off the booze in the first few weeks.,0
1404,<user> i literally stared at my bottle of ativan and my bottle of wine for like <number> minutes trying to decide which way to go. that's how nuts this day was.,0
1405,refilled the morphine bottle.,0
1406,my little sister is lit af on morphine and still knows when to say please and thank you. my momma has done her job well,0
1407,"first day of school vibes: started crying bc adderall is wearing off, still hungover &amp; its <number> exactly <number> mins past my bedtime??????",0
1408,i just took <number> xanax in class hope this goes well. <repeat>,0
1409,at your local college w a baggy full of adderall,0
1410,there is something so beautiful about a xanax bar to me. <repeat>,0
1411,<user> haha vyvanse is wild. my friend took <number>mg b / c he thought a teacher saw him give them away before a final so he are em all. lol,0
1412,<user> adderall had me bringing a vacuum cleaner to the desert <user>,0
1413,"swear this adderall ain't workin, swear i got the real add. <repeat> can't focus on my homework for shiiz <elong>",0
1414,<user> no but i'm stocking up on valium.,0
1415,i have taken so much valium and i'm still not asleep why is this happening to me,0
1416,it's one of those special occasion xanax kind of nights.,0
1417,bottle of seroquel is looking very good rn,0
1418,"currently rocking albuterol, tramadol, ondansetron, prozac, and guaifenesin with codeine. i feel very weird but. <repeat> comfortable? i think? zz <elong>.",0
1419,the small price you pay to have people leave you alone is adderall at <number>am,0
1420,oxycodone is my first love,0
1421,*takes adderall on accident instead of midol*,0
1422,if some-one could hook me up with a morphine drip i'd be very grateful! ??,0
1423,just took my first oxycodone in my life. let's see how this shit goes lol,0
1424,<user> stuf <elong> happens. i spent election night juiced to the eyebrows on morphine. made it less painful,0
1425,took adderall for the first time in forever and i think i just cracked the code,0
1426,got <number>grams &amp; couple xanax tryna kik it now? <repeat>,0
1427,<user> amen i just took another xanax. gawd,0
1428,i got the real morphine in using percocet percocet,0
1429,"<user> i will need some valium or something for awhile, it's really going to be hard at first. <repeat>for sometime.  lots of drugs and alone time.  really.  i'm okay with that.",0
1430,brian's at the laundry mat chewin methadone and eatin cheese wiz,0
1431,i just popped a tramadol at work lord forgive me,0
1432,<number>mg valium and <number>ml of xo <allcaps> cognac says: i will <allcaps> not <allcaps> get out of bed on trading-autopilot tomorrow  <hashtag>  u k bankholiday,0
1433,"<user> mikael found himself dumbfounded and at loss for words. is that alright? will she freak out? i mean, she offered it herself. scratch that, i'll just snort my line of morphine, per usual.  mikael dragged his hand to hang up, but his fingers ó",0
1434,how many xanax will it take for me to sleep more than <number> hours tonight?  <elong>let's find out.,0
1435,<user> <number> diazepam a night should be dead mate,0
1436,and if you prescribe me more shitty tramadol i'm gonna constantly be overdosing to get the effect morphine has just prescribe the morphine,0
1437,adderall for days <elong>,0
1438,"<user> i'm stunned close to <number> year after detoxing myself at home from <number>mg total morphine to <number>mg, by the stigma, prejudice &amp; <number> / <number>",0
1439,<user> i'm just tweeting lyrics from like every song i listen to cause i'm on adderall,0
1440,fuuuuck i need a xanax,0
1441,adn takign the valium afte r thhe inital oxy high,0
1442,taking xanax moving slow <elong>,0
1443,prosecutor offered to drop my dui if i plead to possession of oxycodone,0
1444,"<user> when i've flown overseas in jumbos, i have to xanax and wine.",0
1445,<user> i got one last year they suck then my mom gave me some oxycodone and i was high af,0
1446,"-               morphine, dilaudid &amp; t<number>'s. <repeat>  one of them shits better work for me",0
1447,hydrocodone pills will help you hallucinate before you go robbed so i'm chillin hella hard ??,0
1448,<user> a lost <number> year a ma life on heroin and then a lost another <number> year on a methadone programme that was supposed tae get is aff of it,0
1449,xanax hits you like a car going <number>,0
1450,i'm coming so hard i let da weed and xanax bars go ?? dats on duke ??,0
1451,<user>  i haven't eaten in two days and i took adderall and its <number>am my thought process is so fucked up odhsj,0
1452,coupe da color of champagne i'm drunk and high eatin xanax on the airplane,0
1453,someone mail me some xanax i'll pay u,0
1454,like that time we took xanax and slept for like <number> hours?,0
1455,i may have to down my entire bottle of clonazepam before watching flashpoint,0
1456,"""i've never done a drug in my life. <repeat> except morphine that shit gets you high"" ok sam",0
1457,good lean no morphine,0
1458,so like whoís gonna come watch movies w me all day while i come down from this valium.,0
1459,"today is my <number> year vegan anniversary, also over a year since i've used a microwave and <number> year being clean of vyvanse after struggling being on it for <number> years??",0
1460,"<user> now, i wish to know if i can go back taking the two expired drugs to ""get me out of this situation"".  would water tapering work for the midazolam and zyprexa?  thank you very much for getting back to me on this.",0
1461,i always forget about twitter until i take adderall u kno,0
1462,chewing adderall was literally the worst decision i've ever made in my life,0
1463,time <number> take some valium n ascend into my content state,0
1464,just took a xanax again im the man,0
1465,i know i've fallen into a deep state of depression when i eat <user> ugh xanax time,0
1466,i want adderall but i also want xanax at the same time,0
1467,adderall isnít working anymore iím going to have to resort to coke now to get sh*t done,0
1468,woah <elong>. that morphine hit quick af. <repeat>,0
1469,does anybody have any good recipes for adderall,0
1470,going to start a thread about all the late night vyvanse adventures i have,0
1471,i just took a piss n i seen xanax comin out,0
1472,the first time i did xanax was probs the best time,0
1473,"spiraling towards oxys, opiates, and some klonopin",0
1474,gonna pop a hydrocodone and hope it kicks in quick,0
1475,when this girl picked me up when i was walking out of jail still fucked up off the xanax i knew i was never leaving,0
1476,"""people do crazy things when they're high, last year i took generic feline ativan and brought <number> pairs of jeans online""",0
1477,being unemployed and anxious amounts to me popping klonopin and eating miniature strawberry mochi all day,0
1478,"<user> pot to mellow me out, cocaine to wake me back up again and morphine well. <repeat> because it's awesome",0
1479,"my friend has adhd so bad, he snorted <number>mg of adderall and fell asleep lol stims don't get him high at all",0
1480,anxious from all the adderall.,0
1481,<user> well i do smoke weed and sometimes it is a <number> am  better than then taking hydro morphine it work's great for back pain ???,0
1482,whatís in my trousseau? <number> mg oxycodone (<number> tablets) -starbucks card -laxatives -adg profumo<number>o -enema kit -coke -diet coke  -snorty coke,0
1483,i forgot how mean adderall makes me when i take it ??,0
1484,we have to give her tramadol and she is very high lol ??,0
1485,adderall makes me feel like i'm the smartest person to ever live when i'm on it ??,0
1486,remember when albert got addicted to morphine in little house on the prairie that's me,0
1487,"after <number> extra mg of klonopin, iím finally calm.",0
1488,"i just finished a weeks worth of homework in a matter of <number> hours, i would not only like to thank adderall but also adderall",0
1489,actually sick b<number>b stiff neck b<number>b vyvanse b<number>b ibuprofen b<number>b don julio,0
1490,<user> meth is not over rated  i got  adderall and and klonpin so ugo to sleep after the point u wanna i had u sence i first meet u,0
1491,my mom loved valium and lots of drugs and that's why i am like i am cause im like her.,0
1492,this hydrocodone syrup no joke,0
1493,i wait around weeks to get adderall and everytime my plus re up im always <allcaps> broke. fuck <allcaps> my <allcaps> life <allcaps>,0
1494,i think <number> xanax bars should do the trick,0
1495,apparently people say i sell xanax but have no proof lolololol yeah i sell thousands of dollars worth of xanax to the fucking pope lol,0
1496,<user> <user> <user> i also read that oxy was being promoted to physicians as non-addictive. what a joke. on oxy most of my days were spent waiting for the next dose. on morphine tho i would often forget to take a dose. something in oxy that activates the addiction center in the brain,0
1497,off a xanax n a spliff. <repeat>i got double vision. <repeat>,0
1498,"whoever slipped me valium, so i would violate. youíre an asshole.",0
1499,<user> oh god ?? let me decide if i want to use this adderall for work and i'll let you know in a few minutes,0
1500,is it acceptable to put vyvanse in a pez dispenser as casually just pop them while walking around campus? <repeat> asking for a friend.,0
1501,"<user> <user> <number> corona extras, and a hydrocodone to get me feeling loose",0
1502,<number> adderall in my stomach bye,0
1503,<user> the goal is to have a nice baseline buzz in four hours so i'm starting with alcohol and valium - what about your candy ass?,0
1504,"me on depression meds, xanax, weed ,denial of my car.",0
1505,"my mom keeps asking me for a xanax , like i don't don't do that shit .",0
1506,literally who has a xanax for this boy i'm about to burn something,0
1507,who's got adderall asking <number> a friend,0
1508,and i'm back in hospital high as fuck on morphine,0
1509,<user> hahahahaha i honesty just give up. instead of using adderall for my education im usin it to focus on making playlist. i quit,0
1510,high on klonopin and also your eyes girl,0
1511,energy drinks and vyvanse make me wanna build a house,0
1512,need a adderall plug frfr ??,0
1513,got me some more adderall ?????? this about to be a good end of the semester,0
1514,im waiting for my mans (vyvanse) to get here (kick in) so we can fuck (do homework),0
1515,"last year on xmas i had to take an adderall just to have enough energy to open presents with my family. this year, iím so proud to be sober.",0
1516,<user> i've got a <number>-month supply of tramadol leftover from our pup. it'd be a real party then.,0
1517,someone bring me an adderall to <number>th floor of hale. i'd do wonders,0
1518,<user> i got mine pulled out about <number> years ago and the doctor prescribed me oxycodone but i never had pain. i just got high lol,0
1519,you know finals are nearing when you get <number> different people texting you if you know where to get adderall from <hashtag> tistheseason,0
1520,<user> <user> try diazepam and mdma together its a similar feeling i guess.,0
1521,ugh i'm feeling super fucking mean today you guys. oh look i found a xanax under the couch. nvm.,0
1522,"by the end of the day i will have <number> <hashtag> tempazapam, <number> <hashtag> valium, <number> <hashtag>  xanax and <number> es. oh, and some <hashtag> hash.  strictly no alcohol.  one way to get over suicidal ideation.",0
1523,gonna pop this adderall real quick before i go take this act,0
1524,when am i not gonna go to school fucked up on adderall lol smh,0
1525,adderall for my sat ??,0
1526,finals week has done nothing but give me an adderall addiction,0
1527,i snorted adderall and remembered my runescape password from the <number>th grade,0
1528,took some xanax and woke up in a random car. idk what to do,0
1529,<user> i have eaten three fistsful of xanax in order to curb my desire to stick this information up the asses of my republican loved ones.,0
1530,all nighters are starting to become an everyday thing. <repeat> early morning thoughts: <number> i hate school <number> when the f is summer <number> thanks adderall,0
1531,"i have <number> xanax left. they're the blue, <number>mg. i'm selling then for only $<number> so hmu",0
1532,"gonna go hike, build a bonfire and make s'mores all off of blunts whiskey and adderall lol i love my life",0
1533,i gave annie adderall and her little ass didn't sleep for even one second,0
1534,<user> thatís why you still owe me <number>$ for xanax you took. hm <elong> weird,0
1535,is it bad to mix zan adderall  wax loud molly and blues. <repeat> or is that over kill?,0
1536,who needs kush molly or adderall in denton,0
1537,<user> iím worried what you heard was give me a lot of valium. what i said was give me all. the. valium. you have.,0
1538,who the hydrocodone plug,0
1539,need adderall rn so i can get shit done. sos,0
1540,fun fact: never drink and take <number> tabs of xanax in the same night,0
1541,where do you guys get xanax from?,0
1542,just traded vyvanse for wine. <hashtag> tsm <hashtag> colleglife,0
1543,i haven't been to sleep since i got off work last night at <number> and i'm currently omw to an <number> hour shift?? thank god for adderall,0
1544,<user> adderall and alcohol do wonders.,0
1545,<user> this was literally me tonight but with the other type of adderall and we all did it,0
1546,accidentally took <number> gummy melatonins this morn instead of <number> gummy vitamin ds. also had my morning adderall &amp; coffee. today should be lit,0
1547,<user> omg i want tramadol lol post it to me x <elong>,0
1548,i like totally canít sleep so i took four times my xanax prescribed dosage ??????,0
1549,because my mooom love valium and lots of drugs! that why i'm on what i'm on cause i'm my mom !,0
1550,"<user> <user> lynnie the local high school xanax slinger. dear lord, hey kid u want some good good?",0
1551,<user> <user> i donít know we might need some of your oxycodone,0
1552,i got some adderall and i only take it to go to sleep. <repeat>aint shit slow about me????,0
1553,i found a single <number>mg tramadol in one of my old seroquel bottles thank you jesus and also past me,0
1554,my grandpa better pass me a valium this shit sucks,0
1555,i'm low key addicted to xanax,0
1556,going to take an adderall and see if i can six months worth of work done in four days.,0
1557,think i need to start popping xanax or sutttttin ??,0
1558,took so many xanax i forgot where the twitter app was,0
1559,i'm going to need some adderall tomorrow . <repeat>so if anyone has one to generously give me that'd be great ???,0
1560,i gotta plug on the pregnant bitches cuz the doc always prescribe oxycodone after the baby due ????,0
1561,"my pain levels right now are around a <number> out of <number> after spraining the bottom of my foot in the dark last monday. popped an expired <number> year old hydrocodone and hope it works, or it'll kill me. i'll take either option at this point <sadface>",0
1562,yo hook me up with some adderall so i can be better at video games,0
1563,i know i'm caring because i share my xanax when my girlfriends go through a breakup.,0
1564,is it ok to wash down tramadol with whisky?,0
1565,math class supplies:  graphing calculator  adderall math ebook math handbook  hmu,0
1566,<hashtag>  its not a party without  <elong>xanax,0
1567,if sum<number> could sell me xanax id luv u <number>ever (:,0
1568,well i have like a week and a half of memes to catch up on so time to pop an adderall and figure out the origins of people eating tidepods.,0
1569,lol i need adderall for finals too,0
1570,took a vyvanse for this long drive. really takes me back to pulling all nighters in college <hashtag> gallopgirlprobs,0
1571,xanax and drinking is not a  good combo when your already a clumsy fuck,0
1572,"i just wanna come home, change into casual clothes, pour a beer, flip on the tv, take <number> seroquel and pass out cold for three days",0
1573,how much adderall can i take before itís lethal? <repeat>,0
1574,i need an an adderall for school ??,0
1575,xanax connects?,0
1576,i'd still rather pop xanax than dunk alc,0
1577,coffee and adderall have to go together it just works,0
1578,maybe being an economics major was too ambitious and i should settle for a life collecting vintage posters and abusing xanax,0
1579,lowkey. <repeat> highkey wanna try adderall. i just feel like i could finish the rest of my work for the semester tonight.,0
1580,really don't see the appeal of xanax. tried it once mixed in a soda and all it did was make me sleep?? y'all can keep that pill popping shit away from me,0
1581,<user> when are we gonna xanax and chill???,0
1582,i took a fistful of klonopin,0
1583,adderall and marijuana! <repeat> an interesting combo.,0
1584,thereís a lot of people who donít like me for ending a relationship i was in like three years ago.i was fucked up on xanax the whole time and was not myself at all. i detoxed cold turkey and realized drinking smoking and popping pills was not what i wanted to do all day everyday.,0
1585,lmao i had a xanax problem for like a week,0
1586,might have just overdosed on gabapentin because anxiety lol,0
1587,if you need a xan plug or adderall plug dm me . i sale bundles only ??,0
1588,"<user> i couldn't face watching, i don't have enough vodka or valium to cope.",0
1589,"i been tryna cover it up with more adderall, i was insane before but now im just geeked tf up &amp; equally insane",0
1590,the <number>rd xanax i took today. i feel myself abusing them but idk what to do anymore. i don't want to feel anything anymore. i'm tired.,0
1591,sip some lean pop a xanax bar ??,0
1592,straight fiending for adderall <hashtag> fiend <hashtag> addict <hashtag> fuckmylife <hashtag> ifuckedup,0
1593,"for now, i'm high as fuck on valium doe, no fuckin' choice jesus ahaha",0
1594,"mums just come into my room to swap my zappain for some tramadol, just got the thrill of being a dealer",0
1595,<user> iím geekin <number>x harder bc of this morphine,0
1596,when taking a vyvanse to study turns into looking for baby shower gifts and eavesdropping on people's conversations,0
1597,"<user> ""and a shot of jameson."" you. are. everything. i just wanna smoke weed, take adderall and have sex. i just love you.",0
1598,now i remember why i got into xanax and thats bc its like being drunk (eh) but you get the effect <number> times quicker,0
1599,"dear drug lord,  <elong>please keep me and my loved ones free from congestion and sinus issues so that we may all sniff ~prescription~ adderall efficiently in this new year  <elong>amen",0
1600,when you have such a high tolerance for xanax that <number> bars doesnít do shit ?? i hate anxiety,0
1601,<user> klonopin and ativan mixed with vodka! <repeat>,0
1602,xanax and booze. <repeat> shleep time.,0
1603,who's got morphine? need some stat! <repeat>,0
1604,<user> <number> xanax and <number> beers is my preflight routine.  after that they could do barrel rolls and i would hardly notice,0
1605,i threw out my back sum<number> needs to mail me a valium,0
1606,time to pound the adderall,0
1607,"first i was like ""fuck i'm never going to be able to study this much"" and then i remembered vyvanse",0
1608,<user> i've been stockpiling tramadol and rum for this occasion. here we go. <repeat>,0
1609,on so much adderall i'm going to be up for the next three days,0
1610,"up from <number> bright as a button, need to sort myself a tramadol dealer, this isny any gid!",0
1611,omg i didnt have enough money for xanax so i was like boo but then i remembered i keep $<number> in an envelope @ home  thank u me,0
1612,about to get lit and by lit i mean take <number> xanax and <number> ambien and go to bed at <number> on a friday evening,0
1613,never having adderall and pre workout in the same day again ??,0
1614,self-medicate with valium &amp; online shopping . all iím missing is my drink ??,0
1615,i snorted adderall and i was so focused on my wall it wore off before i did my homework i hate myself,0
1616,double that valium request please.,0
1617,stop glorifying pain killers and xanax to the youth! btw anybody got adderall (asking for a friend),0
1618,who can get me oxycontin?,0
1619,<user> i? need side cash to support my morphine habit yíall drug test? <repeat>,0
1620,how do i get xanax delivered to me at work  please and thank you,0
1621,so i forgot i took a tramadol before smoking and i'm resllt messed up right now,0
1622,thanks adderall for helping me with my homework. ??,0
1623,"i don't care how you feel, i gotta <number> morphine pills to drop off in tuscon, let the top back. <repeat>",0
1624,i blame my adderall addiction on my a.d.d. baby.,0
1625,adderall and coffee got me wide awake rn ??,0
1626,airdrop me an adderall.,0
1627,"no ok <allcaps> for real i actually deeply, deeply regret ever starting on opis, going from tramadol to codeine to heroin in a month. makes my life just that much harder.",0
1628,<user> i get them at least monthly and pretty reliably anytime i go on an adderall bendrr,0
1629,"might needa stop doing pain killers for fun. i already have a high tolerance, no reason i should be on this much morphine &amp; still conscious.",0
1630,adderall is the only reason i'm going to pass my finals,0
1631,i try to start my day off with <number> beers n a couple snorts of adderall,0
1632,sniffing buprenorphine in hazard never felt so euphoric,0
1633,"<user> <user> iím not sure, really. we rely so heavily on pharma - it will take a hella shift to see that all <allcaps> drugs that alter you can <allcaps> be dangerous if not taken responsibly - i had a friend whose doc prescribed her <number>mg of oxycodone a day - after <number> yrs, she found herself over using. <repeat>",0
1634,took adderall to do this paper,0
1635,took adderall to play dark souls,0
1636,<user> i'm going to go pop a couple xanax and come back and watch this in a bit.  i need a distraction. <repeat>,0
1637,threw too many xanax down my own throat i guess.,0
1638,<user> hahaha. you did! (: we both took like five adderall too. and were high as shit though.,0
1639,"<user> yeah. i feel like iíd be a lot more productive if i had some adderall and a clear understanding of the goal and what i need to do, but as of now i just smack my hands on my keyboard and pray it works.",0
1640,i guess the good thing about having wasted all of my money on earrings and chicken is that i can't afford to go out and buy painkillers or xanax right now x),0
1641,getting fake oxycodone prescriptions and listening to <user> at work. <hashtag> fuxwitme,0
1642,i'm hungry so i'm just gonna fix that with adderall,0
1643,"found an adderall whole packing, ftw.",0
1644,took an adderall and <number> triple c's ??,0
1645,this adderall better keep my awake all day since i was up late asf ??,0
1646,<user> i was taking adderall daily and drinking a lot of caffeine and eating sugar with it and i only slept like <number><number> hour nights lol,0
1647,"weed adderall weed codeine weed xanax  weed adderall, and a cigarette in between, and alcohol at the end bye",0
1648,time to take this vyvanse and be productive as shit at work for no reason because its wednesday and we'll be dead as shit.,0
1649,how do i get prescribed klonopin / ambien / xanax asking for a friend,0
1650,"just took <number> oxycodone for pain, probably gonna die",0
1651,vyvanse and pre workout got me feelin some type of way ?? <hashtag> crackedout,0
1652,my nails were looking so long and good until adderall  /  exam week,0
1653,"seriously if anybody has vyvanse or adderall, i need some for school.",0
1654,you know you're too fucked up on adderall when you can't pronounce the word adderall,0
1655,"is xanax, wine and hot tub a good combo? <repeat> asking for a friend. sheís had a ruff week.",0
1656,i feel like popping an adderall and cleaning up my laptop files lmao,0
1657,i need adderall if i want to finish all my homework tonight fr,0
1658,i'm getting scared that the cool kids won't wanna be my friends in edinburgh because i've had too much whiskey and valium ????,0
1659,<user> want some adderall for that,0
1660,i swear my aunt is addicted to morphine,0
1661,me (dumbass) has taken <number> pills of lorazepam today,0
1662,"this was too general and ìnot to offend anyone, but. <repeat>î of a tweet to work. i have a very addictive personality. will is a big part of being clean. itís why i donít do heroin, meth, percs anymore. i eat xanax in <number> mg doses and smoke bud. all it takes is wrong place wrong time",0
1663,i don't understand how it's so hard to find someone selling adderall when plenty of kids have adhd.,0
1664,bummed bc i planned out my entire day / work based on the fact i'd have adderall but it flopped. fk.,0
1665,"mixing morphine, percocet, and methadone makes me feel great lmfao <elong>",0
1666,<user> <user> <number> tramadol please mate,0
1667,<hashtag> mylastrelationshiptaughtme that all it takes is some alcohol and a bit of xanax to throw away <number> whole years,0
1668,question. for a friend. (definitely not for me) how many nights in a row can you eat clif bars &amp; xanax for dinner before you're hospitalized,0
1669,<user> maysie pass me one of your valium mate. <repeat>,0
1670,i need a week supply of adderall,0
1671,<number>mg valium <number> mg mdma <number> mg cocaine and <number> bitch sized cold shots. am mentally handicapped now,0
1672,give me a pill of xanax,0
1673,"pulling an all nighter without adderall i feel like a real adult :,)",0
1674,"i just found an entire bottle of oxycodone from my last crash, score!",0
1675,"i can never remember if i took my adderall already or not. <repeat> and then it's like, only one way to find out! <repeat> and then i'm up all night. <repeat>",0
1676,<user> why is it so hard to find adderall,0
1677,"i used to take so much xanax, coke, molly and almost had a heart attack then i met adrianna and she flipped my life around and saved me from my old self i love that women with all i got ??",0
1678,ive been up three days adderall and red bull this calls a mistake something strongs in this water bottle,0
1679,day <number> of being sober from addy and xanax and feelin good ?? gonna keep this up idc how difficult it gets,0
1680,**does another line of adderall ** this is for you twitter  smash that gay pride button like a homo head on a curb.,0
1681,imma take this adderall and go dummy <elong> tonight,0
1682,"congrats on today boo! blessings! so happy to finally have a legit xanax connect, look at god ?????????? lol <user>",0
1683,my mom keeps asking me if i need to go to rehab for drinking lmao good thing i lived in a different state when i had a xanax problem and also when i had a coke problem and also when i couldnít leave the house w / o getting high first,0
1684,xanax and patron tonight ? <repeat> maybe <elong>,0
1685,i'm going to start posting a <hashtag> daily <hashtag> druglog so here goes <number> bowls of weed <number> and still going bottles of wine <number> ativan <number>s <number> depakote <number> prozac,0
1686,"<user> <user> <user> no, except now i bang a load of valium up me arsehole for the comedown",0
1687,waaaaaaaaaaaaaaaaaay too much codeine and adderall,0
1688,i wish i could ask around for xanax without it being perceived as me trying to get sleezy. i just have bad anxiety ?? halp,0
1689,"ì<user>: adderall or vyvanse, where u at?î i gotchu hmu",0
1690,i will give anyone an adderall if they help me get my homework done before tomorrow.,0
1691,was feeling a crushing amount of travel anxiety so <elong> i did a v large dab and then took <number> valium- <number> minutes later and iím noticeably fucked up in this airport terminal,0
1692,i got so much studying to do whom tf got that adderall,0
1693,*takes benadryl to fall asleep* *takes adderall to stay awake*,0
1694,would it be irresponsible of me to neck tramadol for a sare heed,0
1695,i want adderall or sumn before i clean these floors lol,0
1696,time flies when you're working. or when you're cracked out on enough adderall to kill an elephant.,0
1697,ì<user>: ì<user>: i want adderallîi been up <number> days adderall and red bullî ????,0
1698,i took to much xanax to cry rn. magical drug.,0
1699,anyone wanna mail me a lot of xanax please,0
1700,<user> <user> <user> <user> <user> <user> <user> i'm over it. just ate <number> klonopin.  <elong>cc: <user>,0
1701,need adderall pls help,0
1702,sats are coming up which means adderall ??,0
1703,take a lot of xanax and u feel like a hero,0
1704,<user> come have some of this hydrocodone with me ~*~~,0
1705,note to self: do not crush up and snort tramadol ever again,0
1706,mixing coffee and vyvanse has me jumping off the walls <hashtag> badidea,0
1707,<hashtag>  signs that you are stressed it depends. <repeat>in this scenario am i out of xanax and kush?  ????,0
